image_number,R00,R01,R02,T1,R10,R11,R12,T2,R20,R21,R22,T3,fx,fy,cx,cy
590,0.88837397,0.12354809,-0.44191495,-0.38328233,-0.12063545,0.99197143,0.034821562,-0.33636597,0.44271526,0.022376053,0.89623296,0.97333479,585.0,585.0,320.0,240.0
591,0.88897139,0.1191851,-0.44191125,-0.39490011,-0.11707861,0.99248719,0.03215934,-0.33243018,0.44247031,0.023149751,0.89633399,0.97454023,585.0,585.0,320.0,240.0
592,0.88933682,0.11929312,-0.44114566,-0.40258288,-0.11543845,0.99255848,0.035686996,-0.32721317,0.4421663,0.019186992,0.89657742,0.97522861,585.0,585.0,320.0,240.0
593,0.89315486,0.11725795,-0.43391821,-0.41561016,-0.11092421,0.9929086,0.039997023,-0.32946002,0.43557659,0.012407147,0.89991605,0.97465599,585.0,585.0,320.0,240.0
594,0.89536774,0.11782765,-0.42917666,-0.42616332,-0.11233572,0.99281991,0.038215831,-0.32813367,0.43064299,0.013993525,0.902264,0.97425914,585.0,585.0,320.0,240.0
595,0.89531094,0.11740271,-0.42941186,-0.42553315,-0.11156695,0.99288207,0.038847137,-0.32920834,0.43096101,0.013126664,0.90212512,0.97477686,585.0,585.0,320.0,240.0
596,0.89917463,0.11973822,-0.42060333,-0.43394578,-0.11485268,0.99257648,0.037037753,-0.32351539,0.42195961,0.015003066,0.90634114,0.97391003,585.0,585.0,320.0,240.0
597,0.90407914,0.11671552,-0.41082513,-0.44525528,-0.1100663,0.99300754,0.039900828,-0.3245222,0.41265216,0.0091427574,0.91069394,0.97258586,585.0,585.0,320.0,240.0
598,0.90720731,0.11337109,-0.40482154,-0.45493966,-0.10635862,0.99341297,0.039860938,-0.32540134,0.40671602,0.0068920963,0.91338009,0.97144151,585.0,585.0,320.0,240.0
599,0.91023993,0.11336248,-0.39795801,-0.46306339,-0.10789561,0.99338746,0.036193747,-0.32557634,0.39947063,0.0099913562,0.9165433,0.96901208,585.0,585.0,320.0,240.0
600,0.91362184,0.1100385,-0.39108166,-0.47086102,-0.10760513,0.99367756,0.028214233,-0.32245946,0.39175388,0.016304597,0.91977769,0.96801025,585.0,585.0,320.0,240.0
601,0.91370386,0.1086892,-0.39126673,-0.47040617,-0.10575119,0.99385005,0.029128928,-0.32371619,0.39206687,0.014760843,0.91967034,0.96842277,585.0,585.0,320.0,240.0
602,0.91634506,0.09778332,-0.38795355,-0.48097989,-0.096150495,0.99496931,0.023678601,-0.3196117,0.38835719,0.015603432,0.92122883,0.96660453,585.0,585.0,320.0,240.0
603,0.91643965,0.093410328,-0.38880664,-0.4893541,-0.090755157,0.99543744,0.025242319,-0.3178845,0.38943079,0.012151935,0.92082751,0.96544468,585.0,585.0,320.0,240.0
604,0.9187696,0.096346319,-0.38254097,-0.49709547,-0.093100779,0.99517345,0.027042788,-0.31600145,0.38333949,0.010767392,0.92339694,0.96367919,585.0,585.0,320.0,240.0
605,0.92297322,0.1002398,-0.37125492,-0.50671768,-0.096973501,0.99479043,0.027516102,-0.31845897,0.37211698,0.010603892,0.9279781,0.96167958,585.0,585.0,320.0,240.0
606,0.92526078,0.10275952,-0.3648158,-0.51387537,-0.1002707,0.9945085,0.025822666,-0.31678838,0.3655031,0.012686591,0.93057674,0.96082366,585.0,585.0,320.0,240.0
607,0.9254173,0.10277282,-0.36441457,-0.51449758,-0.099975511,0.9945178,0.026596634,-0.31735441,0.36518738,0.011818379,0.93071204,0.96064186,585.0,585.0,320.0,240.0
608,0.92641318,0.10127677,-0.36229679,-0.5208655,-0.096888795,0.99471664,0.030319165,-0.31903258,0.36349022,0.0070125712,0.93142462,0.95873499,585.0,585.0,320.0,240.0
609,0.92804223,0.095080815,-0.35979751,-0.52913648,-0.09139815,0.99532396,0.027284373,-0.31995919,0.36074591,0.0075620059,0.93248636,0.95566273,585.0,585.0,320.0,240.0
610,0.92898154,0.091713913,-0.35824409,-0.53718317,-0.08912006,0.99562013,0.023791993,-0.31770116,0.35889342,0.0098229731,0.93317974,0.95347542,585.0,585.0,320.0,240.0
611,0.93006396,0.096120752,-0.35425776,-0.54416549,-0.093002997,0.99521297,0.025867868,-0.31815794,0.35508427,0.0088866986,0.93464506,0.94942093,585.0,585.0,320.0,240.0
612,0.93149734,0.098467074,-0.34981921,-0.55253524,-0.096220538,0.99495727,0.023850378,-0.3226501,0.35043901,0.011442055,0.93636882,0.94588977,585.0,585.0,320.0,240.0
613,0.93188661,0.097986296,-0.34891558,-0.55913943,-0.097594321,0.99493235,0.018757734,-0.3220807,0.34902069,0.016571658,0.93682152,0.9432615,585.0,585.0,320.0,240.0
614,0.93177444,0.097411752,-0.34937575,-0.55847394,-0.097390778,0.99497199,0.017682081,-0.32137394,0.34937686,0.017549971,0.9366709,0.94343507,585.0,585.0,320.0,240.0
615,0.93129617,0.092507131,-0.35197321,-0.56587523,-0.092234306,0.99546462,0.017592542,-0.32346812,0.35204017,0.016079636,0.9356994,0.94005924,585.0,585.0,320.0,240.0
616,0.92938805,0.08873371,-0.35793781,-0.57275969,-0.088960439,0.9957912,0.015878417,-0.32456604,0.35787696,0.017084725,0.93346441,0.93664938,585.0,585.0,320.0,240.0
617,0.92740041,0.092780732,-0.36204275,-0.57795203,-0.094336443,0.99533206,0.013429217,-0.32519633,0.36163601,0.021699846,0.93191826,0.93435216,585.0,585.0,320.0,240.0
618,0.92707372,0.10110429,-0.36064696,-0.5836966,-0.10383241,0.99440593,0.01186835,-0.32245994,0.35986659,0.026444981,0.93248034,0.93190169,585.0,585.0,320.0,240.0
619,0.92610794,0.10368838,-0.36238948,-0.59034389,-0.10502826,0.99422103,0.016069654,-0.32608959,0.36199909,0.023179406,0.93174118,0.92966485,585.0,585.0,320.0,240.0
620,0.92229438,0.10074947,-0.37279478,-0.59670609,-0.1023249,0.99450982,0.015623847,-0.32697725,0.3723613,0.023736961,0.92763436,0.92714387,585.0,585.0,320.0,240.0
621,0.9222784,0.10149354,-0.37263158,-0.59689069,-0.10309177,0.99442917,0.015700916,-0.32721969,0.37218833,0.023935208,0.92769843,0.92725801,585.0,585.0,320.0,240.0
622,0.91798866,0.099148311,-0.38369125,-0.60112542,-0.10074704,0.99466473,0.015993442,-0.32682255,0.3832705,0.023974506,0.92317402,0.92553139,585.0,585.0,320.0,240.0
623,0.91454923,0.099818423,-0.39164838,-0.60763472,-0.10078423,0.99462372,0.018157762,-0.32576802,0.39139697,0.022866169,0.91978627,0.92288405,585.0,585.0,320.0,240.0
624,0.91008908,0.098529354,-0.40222126,-0.61238658,-0.097837277,0.99483275,0.022329459,-0.32636768,0.40238622,0.019030206,0.91511965,0.92066544,585.0,585.0,320.0,240.0
625,0.90437579,0.1007309,-0.41437787,-0.61878556,-0.098954573,0.99463743,0.025822608,-0.32774517,0.41480187,0.017650776,0.90958685,0.91781187,585.0,585.0,320.0,240.0
626,0.89911485,0.10373382,-0.42494994,-0.6232186,-0.10310251,0.99424779,0.02456237,-0.32469097,0.42509991,0.021729108,0.9047308,0.91406631,585.0,585.0,320.0,240.0
627,0.89528418,0.10549869,-0.43253481,-0.62814188,-0.10585645,0.9939878,0.023337759,-0.32110685,0.43244383,0.024893198,0.90116149,0.9106915,585.0,585.0,320.0,240.0
628,0.89011455,0.10619488,-0.44290924,-0.63240874,-0.10471592,0.99399155,0.027881941,-0.3172231,0.44325787,0.021561539,0.89597827,0.90798068,585.0,585.0,320.0,240.0
629,0.8842724,0.10540259,-0.45464501,-0.6392495,-0.099475227,0.99423122,0.037024084,-0.32204917,0.45597541,0.012485197,0.8897472,0.90555358,585.0,585.0,320.0,240.0
630,0.87817693,0.1086785,-0.46555686,-0.64322203,-0.10405202,0.99381024,0.035722993,-0.31878343,0.46660981,0.017070323,0.88413996,0.90253228,585.0,585.0,320.0,240.0
631,0.87432325,0.11520287,-0.47120681,-0.64720482,-0.11116702,0.99301082,0.036508545,-0.31362686,0.47217244,0.020462157,0.88110942,0.89965129,585.0,585.0,320.0,240.0
632,0.87433511,0.11585627,-0.47102433,-0.64769924,-0.1122466,0.99291253,0.035869204,-0.31273851,0.47189468,0.021509109,0.8812331,0.89939886,585.0,585.0,320.0,240.0
633,0.87002605,0.12144873,-0.47754896,-0.65114886,-0.11485303,0.99232554,0.043121666,-0.31223273,0.47917527,0.017330274,0.87738788,0.89820129,585.0,585.0,320.0,240.0
634,0.8653698,0.12457186,-0.48514378,-0.65533549,-0.11316859,0.99204725,0.052870065,-0.31755003,0.48792723,0.0091489488,0.87267494,0.89843917,585.0,585.0,320.0,240.0
635,0.86112159,0.12149335,-0.49341276,-0.65711784,-0.1093445,0.99243999,0.053539433,-0.31790239,0.49624398,0.0078458758,0.86798519,0.89745778,585.0,585.0,320.0,240.0
636,0.85813648,0.12362118,-0.49806255,-0.66230953,-0.11249077,0.99214691,0.052441131,-0.31431898,0.50069147,0.011024115,0.86539263,0.89465749,585.0,585.0,320.0,240.0
637,0.85542881,0.1257842,-0.5021612,-0.66712332,-0.11385292,0.99188,0.05450584,-0.31607825,0.50499779,0.010544903,0.86289263,0.89272451,585.0,585.0,320.0,240.0
638,0.85404599,0.12970859,-0.50351465,-0.67404622,-0.1209815,0.99126565,0.05015311,-0.311627,0.50568032,0.018082263,0.86236775,0.89009905,585.0,585.0,320.0,240.0
639,0.85267538,0.13021322,-0.5057019,-0.67774653,-0.12254949,0.99115115,0.048579969,-0.31080264,0.50761139,0.020550292,0.86117679,0.88983554,585.0,585.0,320.0,240.0
640,0.85157299,0.13043429,-0.50749904,-0.68263966,-0.12146283,0.99116671,0.050933257,-0.30938065,0.50971848,0.018268269,0.85998273,0.88892573,585.0,585.0,320.0,240.0
641,0.84932494,0.13247313,-0.51072758,-0.68742168,-0.12238117,0.99091756,0.05351086,-0.31249586,0.51323712,0.017054504,0.85791224,0.88933277,585.0,585.0,320.0,240.0
642,0.84993869,0.13827057,-0.50816315,-0.69578147,-0.13010879,0.99002492,0.051770095,-0.31052297,0.51031166,0.022115026,0.85954022,0.88833427,585.0,585.0,320.0,240.0
643,0.85113692,0.13800481,-0.50622594,-0.70067871,-0.12882334,0.99011034,0.053324942,-0.31355721,0.50863761,0.019826522,0.86058748,0.88954353,585.0,585.0,320.0,240.0
644,0.85122883,0.14379111,-0.50445753,-0.70846146,-0.13501306,0.98924017,0.054152492,-0.30993572,0.50687522,0.022012187,0.86157346,0.88936079,585.0,585.0,320.0,240.0
645,0.85267746,0.14605846,-0.50134945,-0.71674961,-0.13651739,0.98893476,0.055924445,-0.3109431,0.50402904,0.020757258,0.86327237,0.88915616,585.0,585.0,320.0,240.0
646,0.85345989,0.14470494,-0.50040931,-0.72274429,-0.13454977,0.98916781,0.056564316,-0.31455687,0.50323272,0.019054186,0.86377591,0.89200634,585.0,585.0,320.0,240.0
647,0.85528272,0.14455636,-0.49733013,-0.72974271,-0.13446175,0.98919559,0.056285366,-0.31328952,0.50015163,0.018731551,0.86557043,0.89289743,585.0,585.0,320.0,240.0
648,0.85725564,0.1421918,-0.49460748,-0.73778701,-0.1327356,0.98953289,0.054418664,-0.31235981,0.4972263,0.019000931,0.86724824,0.89469236,585.0,585.0,320.0,240.0
649,0.86058271,0.14618999,-0.48761457,-0.75035274,-0.1377888,0.98890257,0.053299822,-0.30870166,0.49005228,0.021318898,0.87126821,0.89490634,585.0,585.0,320.0,240.0
650,0.86428374,0.14491975,-0.48140824,-0.75753266,-0.13504362,0.98916978,0.055327352,-0.31209803,0.4842687,0.017191941,0.87458676,0.89852911,585.0,585.0,320.0,240.0
651,0.86453313,0.14558871,-0.48075777,-0.75865889,-0.13536903,0.98908198,0.056096785,-0.31238046,0.48373204,0.016581437,0.87489539,0.89912421,585.0,585.0,320.0,240.0
652,0.86928612,0.14382377,-0.47264978,-0.7709983,-0.13464503,0.98932916,0.053411402,-0.31150728,0.47534311,0.017209526,0.87946898,0.90065116,585.0,585.0,320.0,240.0
653,0.87331581,0.14144917,-0.46588942,-0.77982175,-0.13183808,0.98970997,0.053356685,-0.31254715,0.46869689,0.014823801,0.88307184,0.9036721,585.0,585.0,320.0,240.0
654,0.87883747,0.13558342,-0.45716852,-0.79244876,-0.1253318,0.99058199,0.052849784,-0.31592646,0.46008152,0.01084989,0.88764828,0.90638512,585.0,585.0,320.0,240.0
655,0.88225299,0.12927221,-0.45239258,-0.80184001,-0.12157578,0.99138218,0.046195999,-0.31458974,0.45451814,0.014242442,0.89046174,0.90905279,585.0,585.0,320.0,240.0
656,0.88685024,0.12383954,-0.44486013,-0.81193894,-0.11561739,0.9921177,0.045698237,-0.31590641,0.44706428,0.01090463,0.894274,0.91229492,585.0,585.0,320.0,240.0
657,0.89127916,0.11502226,-0.43832794,-0.82491094,-0.10496318,0.99323046,0.04721003,-0.31938928,0.44084144,0.0039285035,0.8974154,0.91616172,585.0,585.0,320.0,240.0
658,0.89203256,0.10561876,-0.43916067,-0.83296824,-0.094996229,0.99428171,0.046171129,-0.32339391,0.44157678,0.00052947097,0.89706194,0.92096698,585.0,585.0,320.0,240.0
659,0.89392477,0.10894073,-0.43447638,-0.84461224,-0.098602742,0.99392211,0.04634688,-0.32263616,0.43693498,0.0014070952,0.89933068,0.92317528,585.0,585.0,320.0,240.0
660,0.89699847,0.1193739,-0.42530268,-0.85573173,-0.10855582,0.99272239,0.049687218,-0.32369691,0.42818803,0.0015969452,0.90352732,0.92545778,585.0,585.0,320.0,240.0
661,0.90185332,0.12160259,-0.4142608,-0.87030554,-0.11060409,0.99245292,0.050542016,-0.32713956,0.41732803,0.00023449329,0.90859562,0.92945701,585.0,585.0,320.0,240.0
662,0.90390855,0.11362966,-0.41203886,-0.88174838,-0.10084179,0.9933784,0.052730478,-0.33124846,0.41534975,-0.006116699,0.90948099,0.9349311,585.0,585.0,320.0,240.0
663,0.90346813,0.10778394,-0.41456699,-0.89187616,-0.092930272,0.99397582,0.055905681,-0.33489218,0.4181433,-0.011987986,0.9081412,0.9392668,585.0,585.0,320.0,240.0
664,0.90425128,0.11206038,-0.41171548,-0.90137494,-0.096347883,0.99348319,0.058800112,-0.33772919,0.41566926,-0.013507188,0.90925461,0.94309437,585.0,585.0,320.0,240.0
665,0.90396637,0.11165482,-0.41245064,-0.90036356,-0.095190279,0.99350315,0.060327511,-0.34005153,0.41655466,-0.015278038,0.90882123,0.94370407,585.0,585.0,320.0,240.0
666,0.9076696,0.11766762,-0.40252638,-0.91394693,-0.10341951,0.9928745,0.05703954,-0.33784246,0.4064163,-0.010148459,0.9134711,0.94445968,585.0,585.0,320.0,240.0
667,0.91179919,0.10962448,-0.39540097,-0.92478269,-0.096111007,0.99378365,0.053896423,-0.34028649,0.39889687,-0.011144941,0.91676807,0.94812167,585.0,585.0,320.0,240.0
668,0.91138595,0.098195709,-0.39933714,-0.9323476,-0.083842769,0.99492556,0.053303368,-0.34328708,0.40259096,-0.015103634,0.91509491,0.95306993,585.0,585.0,320.0,240.0
669,0.9094826,0.098220997,-0.40364674,-0.93885565,-0.084044218,0.99493843,0.052741144,-0.34387699,0.40683073,-0.014048056,0.91323459,0.95574641,585.0,585.0,320.0,240.0
670,0.91160572,0.099002093,-0.39863512,-0.94685739,-0.085227683,0.99486703,0.052182052,-0.34685108,0.40180129,-0.013599705,0.91546518,0.95784175,585.0,585.0,320.0,240.0
671,0.91372794,0.095451847,-0.39462149,-0.95457357,-0.08285708,0.99523479,0.048882108,-0.34810317,0.39745253,-0.01197251,0.91738415,0.96080357,585.0,585.0,320.0,240.0
672,0.91332972,0.092344381,-0.39627871,-0.95936906,-0.078458898,0.99547702,0.051150002,-0.35042536,0.39925572,-0.015630549,0.91654569,0.96533537,585.0,585.0,320.0,240.0
673,0.91321397,0.095810041,-0.3957223,-0.96401244,-0.079619445,0.99505639,0.05718296,-0.35174224,0.39929071,-0.020719182,0.9164294,0.96809798,585.0,585.0,320.0,240.0
674,0.91524416,0.096708909,-0.39078212,-0.96887392,-0.078175388,0.99481291,0.063102864,-0.35618868,0.39490327,-0.027212059,0.91815889,0.97179323,585.0,585.0,320.0,240.0
675,0.91816974,0.09028399,-0.38541916,-0.97581559,-0.069968469,0.99520582,0.066447333,-0.3581706,0.38961548,-0.034050871,0.92018723,0.97528243,585.0,585.0,320.0,240.0
676,0.9179588,0.090309963,-0.38591474,-0.97496819,-0.069709979,0.99518162,0.0670764,-0.35869974,0.39015803,-0.034679491,0.91993368,0.97553092,585.0,585.0,320.0,240.0
677,0.91768444,0.082461938,-0.38831615,-0.98105061,-0.058390606,0.99546289,0.073408015,-0.3623147,0.39265326,-0.044701163,0.9184382,0.97979337,585.0,585.0,320.0,240.0
678,0.91553485,0.085193172,-0.39277497,-0.98373979,-0.059541952,0.99511868,0.077057876,-0.36178958,0.39746875,-0.047172751,0.91624057,0.98339504,585.0,585.0,320.0,240.0
679,0.91662228,0.089384533,-0.38929158,-0.98351616,-0.062322177,0.99458402,0.08162602,-0.36133718,0.39452514,-0.0505694,0.9173308,0.98830056,585.0,585.0,320.0,240.0
680,0.92037779,0.089416713,-0.38031939,-0.98827529,-0.058165211,0.9938454,0.092906781,-0.36990646,0.38633093,-0.063400611,0.92001724,0.9924711,585.0,585.0,320.0,240.0
681,0.9214294,0.083838925,-0.37904114,-0.99597317,-0.049583081,0.99369591,0.099263489,-0.37483671,0.38501847,-0.072684333,0.91988069,0.99763584,585.0,585.0,320.0,240.0
682,0.91859108,0.084587507,-0.38570487,-0.99638033,-0.047823168,0.99330294,0.10394704,-0.37773901,0.39196011,-0.077053949,0.91658717,1.0034556,585.0,585.0,320.0,240.0
683,0.91808271,0.091014326,-0.38545191,-0.99657273,-0.054163799,0.99282157,0.10542396,-0.37347427,0.39232585,-0.07592497,0.91652483,1.0076145,585.0,585.0,320.0,240.0
684,0.92004073,0.096707806,-0.37934813,-0.9981367,-0.057461616,0.99174845,0.11346964,-0.37448895,0.38723639,-0.08261437,0.91810918,1.0136604,585.0,585.0,320.0,240.0
685,0.92186159,0.095231898,-0.37527862,-1.0042396,-0.0503892,0.99041998,0.12755711,-0.3856464,0.38387561,-0.098698162,0.91793227,1.0188526,585.0,585.0,320.0,240.0
686,0.92031544,0.091255829,-0.38003123,-1.0063024,-0.043747623,0.99017578,0.13182989,-0.39243245,0.38837335,-0.10471869,0.91536945,1.0259573,585.0,585.0,320.0,240.0
687,0.91965324,0.090072356,-0.38191155,-1.0060035,-0.042089764,0.99020004,0.13218616,-0.39525577,0.39012086,-0.10551012,0.91453487,1.0325787,585.0,585.0,320.0,240.0
688,0.91936618,0.08874359,-0.38291141,-1.0046169,-0.040523563,0.99026215,0.1322111,-0.39506006,0.39096144,-0.10605288,0.91411281,1.0334864,585.0,585.0,320.0,240.0
689,0.92047632,0.091034308,-0.37969261,-1.0075103,-0.042758901,0.98996836,0.13369825,-0.39893827,0.38810033,-0.10685036,0.9152382,1.0389259,585.0,585.0,320.0,240.0
690,0.92107469,0.091126166,-0.37821642,-1.0100253,-0.044373948,0.99031812,0.13054399,-0.39880902,0.38649583,-0.10347681,0.91630405,1.0434576,585.0,585.0,320.0,240.0
691,0.92037582,0.085730411,-0.38116723,-1.0104636,-0.041234195,0.99136728,0.12341337,-0.39812183,0.3885026,-0.097887754,0.91606927,1.0488715,585.0,585.0,320.0,240.0
692,0.91969633,0.081634194,-0.38369805,-1.0099779,-0.03917725,0.99220443,0.11719746,-0.39838353,0.39032021,-0.09277124,0.91582888,1.0543433,585.0,585.0,320.0,240.0
693,0.92073309,0.080623224,-0.38141817,-1.0090233,-0.03889684,0.99237084,0.11587377,-0.40213871,0.38789618,-0.091870099,0.9169488,1.0608048,585.0,585.0,320.0,240.0
694,0.92271781,0.078604497,-0.37701738,-1.0099831,-0.039355941,0.99294269,0.11070375,-0.4033455,0.38310358,-0.087326981,0.91940391,1.0650947,585.0,585.0,320.0,240.0
695,0.92269802,0.078968607,-0.37698936,-1.0097921,-0.038752638,0.99269629,0.11309809,-0.40683481,0.38321236,-0.089762978,0.91912371,1.0653913,585.0,585.0,320.0,240.0
696,0.92448282,0.076136194,-0.37317976,-1.0090703,-0.038719993,0.99339938,0.10675731,-0.40644729,0.37888929,-0.084261827,0.92143381,1.0707855,585.0,585.0,320.0,240.0
697,0.92657447,0.073335119,-0.36852384,-1.0100322,-0.036921695,0.99366432,0.10491005,-0.4098627,0.37392661,-0.083616406,0.92351735,1.0769082,585.0,585.0,320.0,240.0
698,0.92649204,0.070089899,-0.36936116,-1.0080665,-0.032923676,0.99369085,0.10598373,-0.41397396,0.37450337,-0.086048707,0.92305994,1.0843805,585.0,585.0,320.0,240.0
699,0.92720264,0.06651637,-0.36823675,-1.0087823,-0.028345827,0.99360251,0.10811159,-0.4155322,0.3731162,-0.08982031,0.92326206,1.0895559,585.0,585.0,320.0,240.0
700,0.92736572,0.062795565,-0.36847907,-1.0074134,-0.024730882,0.99380547,0.10712741,-0.41889858,0.37296784,-0.0902505,0.92327988,1.0958053,585.0,585.0,320.0,240.0
701,0.92856294,0.059247393,-0.36604348,-1.0067211,-0.02114127,0.99387574,0.10724356,-0.41678205,0.37019935,-0.091861047,0.92423457,1.102126,585.0,585.0,320.0,240.0
702,0.92922407,0.057285018,-0.36467505,-1.0055081,-0.01612366,0.99311095,0.11492471,-0.42400277,0.36878979,-0.10092961,0.92385209,1.1081609,585.0,585.0,320.0,240.0
703,0.93059492,0.056073289,-0.36135235,-1.0050197,-0.014443328,0.99290776,0.116886,-0.42926875,0.3653869,-0.10357352,0.92491102,1.1143422,585.0,585.0,320.0,240.0
704,0.93321991,0.052093197,-0.35512421,-1.0023406,-0.012489846,0.99339461,0.1129062,-0.42756578,0.35870233,-0.10094958,0.92781305,1.1197728,585.0,585.0,320.0,240.0
705,0.93610513,0.046461284,-0.3482447,-0.99942261,-0.0065414542,0.9932189,0.11493421,-0.43034005,0.35126442,-0.10533188,0.93016839,1.125865,585.0,585.0,320.0,240.0
706,0.93595773,0.046768077,-0.34859884,-0.99918097,-0.0073346393,0.99336839,0.11358473,-0.42828465,0.35164061,-0.10377286,0.93020135,1.1254179,585.0,585.0,320.0,240.0
707,0.93806773,0.040559161,-0.34366965,-0.99937469,0.0007654436,0.99273002,0.11925674,-0.434064,0.34604883,-0.1121545,0.9313246,1.1306118,585.0,585.0,320.0,240.0
708,0.93909389,0.034328669,-0.34153908,-0.9974463,0.0085203648,0.99221629,0.12316471,-0.43764883,0.34314895,-0.11859484,0.93159956,1.1366706,585.0,585.0,320.0,240.0
709,0.9406721,0.028217824,-0.3377341,-0.99435216,0.015351688,0.99182439,0.12563372,-0.44164446,0.33855757,-0.12338727,0.93265641,1.1426883,585.0,585.0,320.0,240.0
710,0.94264656,0.02428502,-0.33249325,-0.99415797,0.018523868,0.99185395,0.12496945,-0.44362766,0.33285841,-0.12398355,0.93462646,1.1458589,585.0,585.0,320.0,240.0
711,0.94377512,0.01749846,-0.32970604,-0.99222666,0.024137042,0.99213296,0.12175598,-0.44467625,0.329281,-0.1228907,0.93603688,1.1499352,585.0,585.0,320.0,240.0
712,0.94450343,0.0087826299,-0.32796279,-0.98957449,0.031522937,0.99245423,0.11736986,-0.44506624,0.32655671,-0.12121663,0.93720877,1.1535866,585.0,585.0,320.0,240.0
713,0.94440144,0.008160525,-0.32827163,-0.9893102,0.032569371,0.99230087,0.1183755,-0.44651935,0.32674822,-0.1225079,0.93697399,1.1542377,585.0,585.0,320.0,240.0
714,0.94607025,0.0042771148,-0.32350543,-0.98777479,0.035295237,0.9924472,0.11634958,-0.44473776,0.32159698,-0.12151518,0.93888336,1.1570548,585.0,585.0,320.0,240.0
715,0.94752216,-0.0004412164,-0.31925598,-0.98482776,0.041069683,0.99172568,0.12053053,-0.4466145,0.31659779,-0.12734008,0.9398098,1.1611247,585.0,585.0,320.0,240.0
716,0.94889796,-0.0065357396,-0.31507531,-0.98485523,0.04862928,0.99071401,0.12591432,-0.45339066,0.31136259,-0.13482592,0.94051427,1.1658386,585.0,585.0,320.0,240.0
717,0.94987833,-0.011519263,-0.31196299,-0.98175442,0.054265317,0.99006534,0.12868194,-0.4580543,0.30741692,-0.13918586,0.94117677,1.1698734,585.0,585.0,320.0,240.0
718,0.95188451,-0.012598804,-0.30574378,-0.98139256,0.0541627,0.99018031,0.12783572,-0.45724866,0.30116561,-0.1382695,0.94333035,1.1720467,585.0,585.0,320.0,240.0
719,0.9532634,-0.01741311,-0.30117697,-0.97905439,0.059156649,0.98960793,0.13003397,-0.46028441,0.29581687,-0.14179856,0.94449812,1.1747086,585.0,585.0,320.0,240.0
720,0.95407146,-0.023460146,-0.29819292,-0.97786683,0.065436572,0.98900962,0.13156737,-0.46367097,0.29186252,-0.14506325,0.94523215,1.1779978,585.0,585.0,320.0,240.0
721,0.95416766,-0.023175893,-0.29790676,-0.97802442,0.065250687,0.98895508,0.13206747,-0.46377036,0.29158902,-0.14547908,0.94525248,1.1781127,585.0,585.0,320.0,240.0
722,0.95512927,-0.024386141,-0.29471081,-0.97644252,0.065609507,0.9890992,0.13080247,-0.46193886,0.28834146,-0.14429489,0.94642913,1.1797742,585.0,585.0,320.0,240.0
723,0.95756233,-0.025060872,-0.28664732,-0.97263968,0.066727974,0.98825085,0.13652132,-0.46562746,0.27989,-0.14988174,0.94809628,1.1824114,585.0,585.0,320.0,240.0
724,0.96040118,-0.024981072,-0.27699414,-0.97056198,0.067121081,0.98720485,0.14370525,-0.47280273,0.26989055,-0.15663458,0.94990206,1.1853647,585.0,585.0,320.0,240.0
725,0.96276557,-0.025500204,-0.26861101,-0.96982634,0.067649849,0.98640686,0.14884439,-0.47630987,0.26119336,-0.1615023,0.95151657,1.1886245,585.0,585.0,320.0,240.0
726,0.96454465,-0.029766306,-0.26170036,-0.96816075,0.073060095,0.98470896,0.15728888,-0.48149595,0.25304481,-0.17086211,0.95208359,1.1923347,585.0,585.0,320.0,240.0
727,0.96667212,-0.031611182,-0.25350544,-0.9669416,0.074606143,0.98385781,0.16182244,-0.48570305,0.24432467,-0.17537311,0.95353979,1.1952175,585.0,585.0,320.0,240.0
728,0.96650583,-0.031491879,-0.25415355,-0.96618164,0.074807987,0.98371291,0.16260839,-0.48680264,0.24492015,-0.17620559,0.95323336,1.1957116,585.0,585.0,320.0,240.0
729,0.96955252,-0.029284464,-0.24254724,-0.96541864,0.070568651,0.98390937,0.16331229,-0.48738688,0.23388726,-0.17548689,0.95613211,1.1971846,585.0,585.0,320.0,240.0
730,0.97204429,-0.029755361,-0.23229897,-0.96193981,0.070467122,0.98295933,0.16897687,-0.49422562,0.22333623,-0.18065412,0.95769119,1.202088,585.0,585.0,320.0,240.0
731,0.97404879,-0.032595601,-0.22334811,-0.95780522,0.072645612,0.98200816,0.17352122,-0.4992027,0.21369605,-0.18527587,0.95900661,1.2065178,585.0,585.0,320.0,240.0
732,0.97622907,-0.036088005,-0.21305403,-0.95468795,0.074768357,0.98133677,0.17639235,-0.50139892,0.20273289,-0.18816195,0.96082306,1.2093424,585.0,585.0,320.0,240.0
733,0.97864175,-0.041359469,-0.20066594,-0.95088291,0.077194951,0.98154145,0.17419434,-0.50204384,0.18977618,-0.18599679,0.96388614,1.2118179,585.0,585.0,320.0,240.0
734,0.98091882,-0.04973352,-0.18719362,-0.94485843,0.08310353,0.98093563,0.17488487,-0.50368559,0.17494386,-0.18713705,0.96646786,1.2156627,585.0,585.0,320.0,240.0
735,0.98106366,-0.049241271,-0.18656319,-0.94569778,0.082298189,0.98119158,0.17382607,-0.50214458,0.17451134,-0.1859208,0.96678054,1.2154572,585.0,585.0,320.0,240.0
736,0.98337525,-0.055698693,-0.17200842,-0.94358915,0.086483464,0.98025692,0.17703651,-0.50454193,0.15876591,-0.18900225,0.96889466,1.2171365,585.0,585.0,320.0,240.0
